x_centroid,y_centroid,brightness,ra,dec,magnitude
671.690809290059,557.623244050173,1550087,101.84474171548902,-48.56341036141839,6.6809278
358.470941528746,264.613470256802,1213622,101.85092856697209,-48.57673472110725,11.392465
